occurrenceID,eventID,basisOfRecord,taxonID,scientificName,recordedBy,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,publicDisplay,dataAccess,pass,length,mass,geneticsSampled,occurrenceRemarks
NIN-2021-001,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,151,31,Y,
NIN-2021-002,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,69,2.5,Y,
NIN-2021-003,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,55,2,N,
NIN-2021-004,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,57,1.75,N,
NIN-2021-005,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,53,1.25,N,
NIN-2021-006,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,48,1,N,
NIN-2021-007,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,48,1,N,
NIN-2021-008,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,54,1.25,N,
NIN-2021-009,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,41,0.5,N,
NIN-2021-010,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,46,1,N,
NIN-2021-011,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,38,0.25,N,
NIN-2021-012,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,54,0.25,N,
NIN-2021-013,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,132,23,N,
NIN-2021-014,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,158,34,N,
NIN-2021-015,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,47,1,N,
NIN-2021-016,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,54,1.5,N,
NIN-2021-017,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,37,0.25,N,
NIN-2021-018,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,47,1,N,
NIN-2021-019,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,55,1.25,N,
NIN-2021-020,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,103,10,N,
NIN-2021-021,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,265,170,N,
NIN-2021-022,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,39,0.5,N,
NIN-2021-023,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,139,24,Y,
NIN-2021-024,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,201,84,N,
NIN-2021-025,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,55,1.5,N,
NIN-2021-026,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,55,1.75,N,
NIN-2021-027,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,59,1.5,N,
NIN-2021-028,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,51,1.5,N,
NIN-2021-029,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,39,0.5,N,
NIN-2021-030,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,38,0.25,N,
NIN-2021-031,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,46,0.5,N,
NIN-2021-032,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,43,0.25,N,Mortality
NIN-2021-033,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,31,0.12,N,Mortality
NIN-2021-034,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,61,3,N,
NIN-2021-035,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,50,1.25,N,
NIN-2021-036,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,96,10,N,
NIN-2021-037,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,64,2,N,
NIN-2021-038,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,272,175,N,
NIN-2021-039,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,43,0.75,N,
NIN-2021-040,NIN-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,78,5.25,N,
NIN-2021-041,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,42,1,N,
NIN-2021-042,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,41,0.5,N,
NIN-2021-043,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,36,0.12,N,
NIN-2021-044,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,108,12,Y,
NIN-2021-045,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,113,14,Y,
NIN-2021-046,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,104,9,Y,
NIN-2021-047,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,77,5,N,
NIN-2021-048,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,62,2.5,N,
NIN-2021-049,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,39,0.5,N,
NIN-2021-050,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,56,1.5,N,
NIN-2021-051,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,62,2,N,
NIN-2021-052,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,56,1.75,N,
NIN-2021-053,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,96,8,N,
NIN-2021-054,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,208,80,N,
NIN-2021-055,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,147,29,N,
NIN-2021-056,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,56,2,N,
NIN-2021-057,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,48,1,N,
NIN-2021-058,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,52,1.25,N,
NIN-2021-059,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,44,0.75,N,
NIN-2021-060,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,71,4.5,Y,
NIN-2021-061,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,53,1.5,N,
NIN-2021-062,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,42,0.5,N,
NIN-2021-063,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,38,0.25,N,
NIN-2021-064,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,49,0.5,N,
NIN-2021-065,NIN-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,143,26,Y,
NIN-2021-066,NIN-2021,HumanObservation,BNT,"Salmo trutta (Linnaeus, 1758)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,151,32,N,
NIN-2021-067,NIN-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,106,14,N,
NIN-2021-068,NIN-2021,HumanObservation,MTS,"Cottus bairdii (Girard, 1850)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,96,10,N,
TON-2021-001,TON-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,64,3.5,Y,YOY?
TON-2021-002,TON-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,54,1.5,Y,YOY?
TON-2021-003,TON-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,64,2.75,Y,YOY?
TON-2021-004,TON-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,220,130,Y,
TON-2021-005,TON-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,extra,71,3.75,Y,YOY?
TON-2021-006,TON-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,extra,61,2,Y,YOY?
TON-2021-007,TON-2021,HumanObservation,RBT,"Oncorhynchus mykiss (Walbaum, 1792)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,extra,280,240,N,Photos of rainbow trout taken on Audrey's phone
TON-2021-008,TON-2021,HumanObservation,RBT,"Oncorhynchus mykiss (Walbaum, 1792)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,extra,296,305,N,Photos of rainbow trout taken on Audrey's phone
HAG1-2021-001,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,96,9,Y,
HAG1-2021-002,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,154,33,Y,
HAG1-2021-003,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,159,38,Y,
HAG1-2021-004,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,158,40,Y,
HAG1-2021-005,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,181,56,Y,
HAG1-2021-006,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,186,65,Y,
HAG1-2021-007,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,128,19,Y,
HAG1-2021-008,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,161,41,Y,
HAG1-2021-009,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,162,42,Y,
HAG1-2021-010,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,147,29,Y,
HAG1-2021-011,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,164,43,Y,
HAG1-2021-012,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,160,40,Y,
HAG1-2021-013,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,171,50,Y,
HAG1-2021-014,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,175,50,Y,
HAG1-2021-015,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,175,55,Y,
HAG1-2021-016,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,196,70,Y,
HAG1-2021-017,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,205,96,Y,
HAG1-2021-018,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,195,89,Y,
HAG1-2021-019,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,148,33,Y,
HAG1-2021-020,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,155,36,Y,
HAG1-2021-021,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,178,55,Y,
HAG1-2021-022,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,186,74,Y,
HAG1-2021-023,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,172,50,Y,
HAG1-2021-024,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,203,84,Y,
HAG1-2021-025,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,193,71,Y,
HAG1-2021-026,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,182,68,Y,
HAG1-2021-027,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,203,82,Y,
HAG1-2021-028,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,208,100,Y,
HAG1-2021-029,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,97,8,Y,
HAG1-2021-030,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,125,18,Y,
HAG1-2021-031,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,114,15,Y,
HAG1-2021-032,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,162,41,Y,
HAG1-2021-033,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,172,55,Y,
HAG1-2021-034,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,156,39,Y,
HAG1-2021-035,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,165,40,Y,
HAG1-2021-036,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,166,44,Y,
HAG1-2021-037,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,122,17,Y,
HAG1-2021-038,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,153,37,Y,
HAG1-2021-039,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,166,45,Y,
HAG1-2021-040,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,161,33,Y,
HAG1-2021-041,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,176,51,N,
HAG1-2021-042,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,195,80,N,
HAG1-2021-043,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,185,71,N,
HAG1-2021-044,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,124,20,N,
HAG1-2021-045,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,161,43,N,
HAG1-2021-046,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,165,44,N,
HAG1-2021-047,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,167,49,N,
HAG1-2021-048,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,161,41,N,
HAG1-2021-049,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,175,51,N,
HAG1-2021-050,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,150,32,N,
HAG1-2021-051,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,181,59,N,
HAG1-2021-052,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,160,43,N,
HAG1-2021-053,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,209,100,N,
HAG1-2021-054,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,233,140,N,
HAG1-2021-055,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,48,1,N,
HAG1-2021-056,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,91,7,N,
HAG1-2021-057,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,78,5,N,
HAG1-2021-058,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,89,7,N,
HAG1-2021-059,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,96,6,N,
HAG1-2021-060,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,94,8,N,
HAG1-2021-061,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,92,8,N,
HAG1-2021-062,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,131,24,N,
HAG1-2021-063,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,139,27,N,
HAG1-2021-064,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,152,29,N,
HAG1-2021-065,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,154,39,N,
HAG1-2021-066,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,154,40,N,
HAG1-2021-067,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,160,44,N,
HAG1-2021-068,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,161,41,N,
HAG1-2021-069,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,172,56,N,
HAG1-2021-070,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,1,220,94,N,
HAG1-2021-071,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,120,17,N,
HAG1-2021-072,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,122,16,N,
HAG1-2021-073,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,89,7,N,
HAG1-2021-074,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,125,18,N,
HAG1-2021-075,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,86,6,N,
HAG1-2021-076,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,83,6,N,
HAG1-2021-077,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,119,16,N,
HAG1-2021-078,HAG1-2021,HumanObservation,BRK,"Salvelinus fontinalis (Mitchill, 1814)","YK,DP,LF",1,1,individuals,present,yes,unrestricted,2,96,7,N,
